index,股票代码,报告日期,分类类型,主营构成,主营收入,收入比例,主营成本,成本比例,主营利润,利润比例,毛利率
88,002594,2020-12-31,按产品分类,汽车、汽车相关产品及其他产品,83993325000,0.536364,62829223000.0,0.497652,21164102000.0,0.697419,0.251974
89,002594,2020-12-31,按产品分类,手机部件、组装及其他产品,60042967000,0.383422,53319564000.0,0.422329,6723403000.0,0.221556,0.111977
90,002594,2020-12-31,按产品分类,二次充电电池及光伏,12087528000,0.077188,9650666000.0,0.07644,2436862000.0,0.080302,0.201601
91,002594,2020-12-31,按产品分类,其他,473871000,0.003026,451927000.0,0.00358,21944000.0,0.000723,0.046308
92,002594,2020-12-31,按地区分类,中国(包括港澳台地区),97468145000,0.622411,72961478000.0,0.577906,24506667000.0,0.807567,0.251433
93,002594,2020-12-31,按地区分类,境外,59129546000,0.377589,53289902000.0,0.422094,5839644000.0,0.192433,0.09876
94,002594,2020-06-30,,销售商品及建造服务,60252646000,0.995862,,,,,
95,002594,2020-06-30,,提供服务,250340000,0.004138,,,,,
96,002594,2020-06-30,按产品分类,汽车及相关产品,32072086000,0.530091,,,,,
97,002594,2020-06-30,按产品分类,手机部件及组装等,23380324000,0.386433,,,,,
98,002594,2020-06-30,按产品分类,二次充电电池及光伏,4790968000,0.079186,,,,,
99,002594,2020-06-30,按产品分类,其他,259608000,0.004291,,,,,
100,002594,2020-06-30,按地区分类,中国(包括港澳台地区),36500364000,0.603282,,,,,
101,002594,2020-06-30,按地区分类,境外,24002622000,0.396718,,,,,
102,002594,2019-12-31,,交通运输设备制造业,63265701000,0.495275,49420356000.0,0.4622,13845345000.0,0.665186,0.218844
103,002594,2019-12-31,,日用电子器件制造业,53380006000,0.417885,48386670000.0,0.452532,4993336000.0,0.2399,0.093543
104,002594,2019-12-31,,电子元器件制造业,10505657000,0.082243,8548223000.0,0.079947,1957434000.0,0.094043,0.186322
105,002594,2019-12-31,,其他,587159000,0.004597,569039000.0,0.005322,18120000.0,0.000871,0.03086
106,002594,2019-12-31,按产品分类,汽车及相关产品,63265701000,0.495275,49420356000.0,0.4622,13845345000.0,0.665186,0.218844
107,002594,2019-12-31,按产品分类,手机部件及组装等,53380006000,0.417885,48386670000.0,0.452532,4993336000.0,0.2399,0.093543
108,002594,2019-12-31,按产品分类,二次充电电池及光伏,10505657000,0.082243,8548223000.0,0.079947,1957434000.0,0.094043,0.186322
109,002594,2019-12-31,按产品分类,其他,587159000,0.004597,569039000.0,0.005322,18120000.0,0.000871,0.03086
110,002594,2019-12-31,按地区分类,中国(包括港澳台地区),108215473000,0.847164,89506073000.0,1.0,18709400000.0,1.0,0.17289
111,002594,2019-12-31,按地区分类,亚太(除中国),9181707000,0.071879,,,,,
112,002594,2019-12-31,按地区分类,其他,6323050000,0.0495,,,,,
113,002594,2019-12-31,按地区分类,美国,4018293000,0.031457,,,,,
114,002594,2019-06-30,,交通运输设备制造业,33982023000,0.546473,26093058000.0,0.550345,7888965000.0,0.797405,0.232151
115,002594,2019-06-30,,日用电子器件制造业,23323448000,0.37507,21319117000.0,0.449655,2004331000.0,0.202595,0.085936
116,002594,2019-06-30,,电子元器件制造业,4453054000,0.071611,,,,,
117,002594,2019-06-30,,其他,425738000,0.006846,,,,,
118,002594,2019-06-30,按产品分类,汽车及相关产品,33982023000,0.546473,26093058000.0,0.550345,7888965000.0,0.797405,0.232151
119,002594,2019-06-30,按产品分类,手机部件及组装等,23323448000,0.37507,21319117000.0,0.449655,2004331000.0,0.202595,0.085936
120,002594,2019-06-30,按产品分类,二次充电电池及光伏,4453054000,0.071611,,,,,
121,002594,2019-06-30,按产品分类,其他,425738000,0.006846,,,,,
122,002594,2019-06-30,按地区分类,中国(包括港澳台地区),54166947000,0.871072,44395627000.0,1.0,9771320000.0,1.0,0.180393
123,002594,2019-06-30,按地区分类,亚太(除中国),4262570000,0.068547,,,,,
124,002594,2019-06-30,按地区分类,其他,2418959000,0.0389,,,,,
125,002594,2019-06-30,按地区分类,美国,1335787000,0.021481,,,,,
126,002594,2018-12-31,,交通运输设备制造业,76006859000,0.584422,60971706000.0,0.560787,15035153000.0,0.704904,0.197813
127,002594,2018-12-31,,日用电子器件制造业,42229944000,0.324709,36911584000.0,0.339494,5318360000.0,0.249345,0.125938
128,002594,2018-12-31,,电子元器件制造业,8949916000,0.068817,8102958000.0,0.074527,846958000.0,0.039709,0.094633
129,002594,2018-12-31,,其他,2867988000,0.022052,2739095000.0,0.025193,128893000.0,0.006043,0.044942
130,002594,2018-12-31,按产品分类,汽车及相关产品,76006859000,0.584422,60971706000.0,0.560787,15035153000.0,0.704904,0.197813
131,002594,2018-12-31,按产品分类,手机部件及组装等,42229944000,0.324709,36911584000.0,0.339494,5318360000.0,0.249345,0.125938
132,002594,2018-12-31,按产品分类,二次充电电池及光伏,8949916000,0.068817,8102958000.0,0.074527,846958000.0,0.039709,0.094633
133,002594,2018-12-31,按产品分类,其他,2867988000,0.022052,2739095000.0,0.025193,128893000.0,0.006043,0.044942
134,002594,2018-12-31,按地区分类,中国(包括港澳台地区),114727632000,0.882149,95128107000.0,1.0,19599525000.0,1.0,0.170835
135,002594,2018-12-31,按地区分类,亚太(除中国),8364918000,0.064318,,,,,
136,002594,2018-12-31,按地区分类,其他,4625235000,0.035564,,,,,
137,002594,2018-12-31,按地区分类,美国,2336922000,0.017969,,,,,
138,002594,2018-06-30,,交通运输设备制造业,29225936000,0.539713,23745972000.0,0.570929,5479964000.0,0.682375,0.187503
139,002594,2018-06-30,,日用电子器件制造业,20396633000,0.376663,17845875000.0,0.429071,2550758000.0,0.317625,0.125058
140,002594,2018-06-30,,电子元器件制造业,4525927000,0.08358,,,,,
141,002594,2018-06-30,,其他,2434000,4.5e-05,,,,,
142,002594,2018-06-30,按产品分类,汽车及相关产品,29225936000,0.539713,23745972000.0,0.570929,5479964000.0,0.682375,0.187503
143,002594,2018-06-30,按产品分类,手机部件及组装等,20396633000,0.376663,17845875000.0,0.429071,2550758000.0,0.317625,0.125058
144,002594,2018-06-30,按产品分类,二次充电电池及光伏,4525927000,0.08358,,,,,
145,002594,2018-06-30,按产品分类,其他,2434000,4.5e-05,,,,,
146,002594,2018-06-30,按地区分类,中国(包括港澳台地区),46785631000,0.863986,39087263000.0,1.0,7698368000.0,1.0,0.164546
147,002594,2018-06-30,按地区分类,亚太(除中国),4186215000,0.077306,,,,,
148,002594,2018-06-30,按地区分类,其他,2221500000,0.041024,,,,,
149,002594,2018-06-30,按地区分类,美国,957584000,0.017684,,,,,
150,002594,2017-12-31,,交通运输设备制造业,56624341000,0.534622,42860057000.0,0.499677,13764284000.0,0.683457,0.243081
151,002594,2017-12-31,,日用电子器件制造业,40473220000,0.38213,35175832000.0,0.410092,5297388000.0,0.263038,0.130886
152,002594,2017-12-31,,电子元器件制造业,8766621000,0.082771,7696338000.0,0.089727,1070283000.0,0.053144,0.122086
153,002594,2017-12-31,,其他,50520000,0.000477,43255000.0,0.000504,7265000.0,0.000361,0.143804
154,002594,2017-12-31,按产品分类,汽车及相关产品,56624341000,0.534622,42860057000.0,0.499677,13764284000.0,0.683457,0.243081
155,002594,2017-12-31,按产品分类,手机部件及组装等,40473220000,0.38213,35175832000.0,0.410092,5297388000.0,0.263038,0.130886
156,002594,2017-12-31,按产品分类,二次充电电池及光伏,8766621000,0.082771,7696338000.0,0.089727,1070283000.0,0.053144,0.122086
157,002594,2017-12-31,按产品分类,其他,50520000,0.000477,43255000.0,0.000504,7265000.0,0.000361,0.143804
158,002594,2017-12-31,按地区分类,中国(包括港澳台地区),92502546000,0.873368,74572786000.0,1.0,17929760000.0,1.0,0.19383
159,002594,2017-12-31,按地区分类,亚太(除中国),8488581000,0.080145,,,,,
160,002594,2017-12-31,按地区分类,其他,3244271000,0.030631,,,,,
161,002594,2017-12-31,按地区分类,美国,1679304000,0.015855,,,,,
162,002594,2017-06-30,,交通运输设备制造业,23189232000,0.514886,17015170000.0,0.474153,6174062000.0,0.674596,0.266247
163,002594,2017-06-30,,日用电子器件制造业,18235173000,0.404887,15632759000.0,0.43563,2602414000.0,0.284347,0.142714
164,002594,2017-06-30,,电子元器件制造业,3613232000,0.080227,3237465000.0,0.090217,375767000.0,0.041057,0.103997
165,002594,2017-06-30,按产品分类,汽车及相关产品,23189232000,0.514886,17015170000.0,0.474153,6174062000.0,0.674596,0.266247
166,002594,2017-06-30,按产品分类,手机部件及组装等,18235173000,0.404887,15632759000.0,0.43563,2602414000.0,0.284347,0.142714
167,002594,2017-06-30,按产品分类,二次充电电池及光伏,3613232000,0.080227,3237465000.0,0.090217,375767000.0,0.041057,0.103997
168,002594,2017-06-30,按地区分类,中国(包括港澳台地区),39459794000,0.876152,31389165000.0,0.874706,8070629000.0,0.88182,0.204528
169,002594,2017-06-30,按地区分类,亚太(除中国),3894723000,0.086477,,,,,
170,002594,2017-06-30,按地区分类,其他,1105953000,0.024556,,,,,
171,002594,2017-06-30,按地区分类,美国,577167000,0.012815,,,,,
172,002594,2017-06-30,按地区分类,平衡项目,0,,4496229000.0,0.125294,-4496229000.0,-0.491271,
173,002594,2016-12-31,,交通运输设备制造业,57010348000,,40909356000.0,0.53741,16100992000.0,0.804931,0.282422
174,002594,2016-12-31,,日用电子器件制造业,39094090000,,35194253000.0,0.462333,3899837000.0,0.194963,0.099755
175,002594,2016-12-31,,其他,21669000,,19558000.0,0.000257,2111000.0,0.000106,0.09742
176,002594,2016-12-31,,电子元器件制造业,7343890000,,,,,,
177,002594,2016-12-31,按产品分类,二次充电电池及光伏,7343890000,,,,,,
178,002594,2016-12-31,按产品分类,汽车及相关产品,57010348000,,40909356000.0,0.53741,16100992000.0,0.804931,0.282422
179,002594,2016-12-31,按产品分类,手机部件及组装等,39094090000,,35194253000.0,0.462333,3899837000.0,0.194963,0.099755
180,002594,2016-12-31,按产品分类,其他,21669000,,19558000.0,0.000257,2111000.0,0.000106,0.09742
181,002594,2016-12-31,按地区分类,中国(包括港澳台地区),95764557000,,75505651000.0,1.0,20258906000.0,1.0,0.211549
182,002594,2016-12-31,按地区分类,美国,2717577000,,,,,,
183,002594,2016-12-31,按地区分类,欧洲,1429896000,,,,,,
184,002594,2016-12-31,按地区分类,其他,3557967000,,,,,,
185,002594,2016-06-30,,交通运输设备制造业,24193896000,0.538245,17103870000.0,0.480602,7090026000.0,0.75739,0.29305
186,002594,2016-06-30,,日用电子器件制造业,16564497000,0.368513,14877818000.0,0.418052,1686679000.0,0.180179,0.101825
187,002594,2016-06-30,,电子元器件制造业,4173615000,0.092851,3591060000.0,0.100905,582555000.0,0.062231,0.13958
188,002594,2016-06-30,,其他,17557000,0.000391,15693000.0,0.000441,1864000.0,0.000199,0.106168
189,002594,2016-06-30,按产品分类,汽车及相关产品,24193896000,0.538245,17103870000.0,0.480602,7090026000.0,0.75739,0.29305
190,002594,2016-06-30,按产品分类,手机部件及组装等,16564497000,0.368513,14877818000.0,0.418052,1686679000.0,0.180179,0.101825
191,002594,2016-06-30,按产品分类,二次充电电池,4173615000,0.092851,3591060000.0,0.100905,582555000.0,0.062231,0.13958
192,002594,2016-06-30,按产品分类,其他,17557000,0.000391,15693000.0,0.000441,1864000.0,0.000199,0.106168
193,002594,2016-06-30,按地区分类,中国(包括港澳台地区),41428168000,0.921659,32337962000.0,0.908665,9090206000.0,0.971059,0.219421
194,002594,2016-06-30,按地区分类,美国,1506529000,0.033516,1427258000.0,0.040105,79271000.0,0.008468,0.052618
195,002594,2016-06-30,按地区分类,其他,1295585000,0.028823,1184779000.0,0.033291,110806000.0,0.011837,0.085526
196,002594,2016-06-30,按地区分类,欧洲,719283000,0.016002,638442000.0,0.01794,80841000.0,0.008636,0.112391
197,002594,2015-12-31,,交通运输设备制造业,40655203000,,30982083000.0,0.465801,9673120000.0,0.716771,0.237931
198,002594,2015-12-31,,日用电子器件制造业,33262988000,,30300150000.0,0.455548,2962838000.0,0.219544,0.089073
199,002594,2015-12-31,,电子元器件制造业,6080075000,,5221817000.0,0.078508,858258000.0,0.063596,0.141159
