index,股票代码,报告日期,分类类型,主营构成,主营收入,收入比例,主营成本,成本比例,主营利润,利润比例,毛利率
149,002594,2017-12-31,按产品分类,其他,50520000,0.000477,43255000.0,0.000504,7265000.0,0.000361,0.143804
150,002594,2017-12-31,按地区分类,中国(包括港澳台地区),92502546000,0.873368,74572786000.0,1.0,17929760000.0,1.0,0.19383
151,002594,2017-12-31,按地区分类,亚太(除中国),8488581000,0.080145,,,,,
152,002594,2017-12-31,按地区分类,其他,3244271000,0.030631,,,,,
153,002594,2017-12-31,按地区分类,美国,1679304000,0.015855,,,,,
154,002594,2017-06-30,,交通运输设备制造业,23189232000,0.514886,17015170000.0,0.474153,6174062000.0,0.674596,0.266247
155,002594,2017-06-30,,日用电子器件制造业,18235173000,0.404887,15632759000.0,0.43563,2602414000.0,0.284347,0.142714
156,002594,2017-06-30,,电子元器件制造业,3613232000,0.080227,3237465000.0,0.090217,375767000.0,0.041057,0.103997
157,002594,2017-06-30,按产品分类,汽车及相关产品,23189232000,0.514886,17015170000.0,0.474153,6174062000.0,0.674596,0.266247
158,002594,2017-06-30,按产品分类,手机部件及组装等,18235173000,0.404887,15632759000.0,0.43563,2602414000.0,0.284347,0.142714
159,002594,2017-06-30,按产品分类,二次充电电池及光伏,3613232000,0.080227,3237465000.0,0.090217,375767000.0,0.041057,0.103997
160,002594,2017-06-30,按地区分类,中国(包括港澳台地区),39459794000,0.876152,31389165000.0,0.874706,8070629000.0,0.88182,0.204528
161,002594,2017-06-30,按地区分类,亚太(除中国),3894723000,0.086477,,,,,
162,002594,2017-06-30,按地区分类,其他,1105953000,0.024556,,,,,
163,002594,2017-06-30,按地区分类,美国,577167000,0.012815,,,,,
164,002594,2017-06-30,按地区分类,平衡项目,0,,4496229000.0,0.125294,-4496229000.0,-0.491271,
165,002594,2016-12-31,,交通运输设备制造业,57010348000,,40909356000.0,0.53741,16100992000.0,0.804931,0.282422
166,002594,2016-12-31,,日用电子器件制造业,39094090000,,35194253000.0,0.462333,3899837000.0,0.194963,0.099755
167,002594,2016-12-31,,其他,21669000,,19558000.0,0.000257,2111000.0,0.000106,0.09742
168,002594,2016-12-31,,电子元器件制造业,7343890000,,,,,,
169,002594,2016-12-31,按产品分类,二次充电电池及光伏,7343890000,,,,,,
170,002594,2016-12-31,按产品分类,汽车及相关产品,57010348000,,40909356000.0,0.53741,16100992000.0,0.804931,0.282422
171,002594,2016-12-31,按产品分类,手机部件及组装等,39094090000,,35194253000.0,0.462333,3899837000.0,0.194963,0.099755
172,002594,2016-12-31,按产品分类,其他,21669000,,19558000.0,0.000257,2111000.0,0.000106,0.09742
173,002594,2016-12-31,按地区分类,中国(包括港澳台地区),95764557000,,75505651000.0,1.0,20258906000.0,1.0,0.211549
174,002594,2016-12-31,按地区分类,美国,2717577000,,,,,,
175,002594,2016-12-31,按地区分类,欧洲,1429896000,,,,,,
176,002594,2016-12-31,按地区分类,其他,3557967000,,,,,,
177,002594,2016-06-30,,交通运输设备制造业,24193896000,0.538245,17103870000.0,0.480602,7090026000.0,0.75739,0.29305
178,002594,2016-06-30,,日用电子器件制造业,16564497000,0.368513,14877818000.0,0.418052,1686679000.0,0.180179,0.101825
179,002594,2016-06-30,,电子元器件制造业,4173615000,0.092851,3591060000.0,0.100905,582555000.0,0.062231,0.13958
180,002594,2016-06-30,,其他,17557000,0.000391,15693000.0,0.000441,1864000.0,0.000199,0.106168
181,002594,2016-06-30,按产品分类,汽车及相关产品,24193896000,0.538245,17103870000.0,0.480602,7090026000.0,0.75739,0.29305
182,002594,2016-06-30,按产品分类,手机部件及组装等,16564497000,0.368513,14877818000.0,0.418052,1686679000.0,0.180179,0.101825
183,002594,2016-06-30,按产品分类,二次充电电池,4173615000,0.092851,3591060000.0,0.100905,582555000.0,0.062231,0.13958
184,002594,2016-06-30,按产品分类,其他,17557000,0.000391,15693000.0,0.000441,1864000.0,0.000199,0.106168
185,002594,2016-06-30,按地区分类,中国(包括港澳台地区),41428168000,0.921659,32337962000.0,0.908665,9090206000.0,0.971059,0.219421
186,002594,2016-06-30,按地区分类,美国,1506529000,0.033516,1427258000.0,0.040105,79271000.0,0.008468,0.052618
187,002594,2016-06-30,按地区分类,其他,1295585000,0.028823,1184779000.0,0.033291,110806000.0,0.011837,0.085526
188,002594,2016-06-30,按地区分类,欧洲,719283000,0.016002,638442000.0,0.01794,80841000.0,0.008636,0.112391
189,002594,2015-12-31,,交通运输设备制造业,40655203000,,30982083000.0,0.465801,9673120000.0,0.716771,0.237931
190,002594,2015-12-31,,日用电子器件制造业,33262988000,,30300150000.0,0.455548,2962838000.0,0.219544,0.089073
191,002594,2015-12-31,,电子元器件制造业,6080075000,,5221817000.0,0.078508,858258000.0,0.063596,0.141159
192,002594,2015-12-31,,其他(补充),10702000,,9509000.0,0.000143,1193000.0,8.8e-05,0.111474
193,002594,2015-12-31,按产品分类,汽车及相关产品,40655203000,0.508133,30982083000.0,0.465801,9673120000.0,0.716771,0.237931
194,002594,2015-12-31,按产品分类,手机部件及组装等,33262988000,0.415741,30300150000.0,0.455548,2962838000.0,0.219544,0.089073
195,002594,2015-12-31,按产品分类,二次充电电池及光伏,6080075000,0.075992,5221817000.0,0.078508,858258000.0,0.063596,0.141159
196,002594,2015-12-31,按产品分类,其他(补充),10702000,0.000134,9509000.0,0.000143,1193000.0,8.8e-05,0.111474
197,002594,2015-12-31,按地区分类,中国(包括港澳台地区),72365195000,,59359020000.0,0.99984,13006175000.0,0.630131,0.17973
198,002594,2015-12-31,按地区分类,美国,2888867000,,0.0,,2888867000.0,0.139962,
199,002594,2015-12-31,按地区分类,欧洲,1363431000,,0.0,,1363431000.0,0.066056,
